@relation detectMovementType

@attribute mean numeric
@attribute stdDeviation numeric
@attribute min numeric
@attribute max numeric
@attribute movementType {walking,biking,driving}
@attribute sensor {accelerometer}

@data
9.208051,0.028444,9.116012,9.286867,biking,accelerometer
9.201897,0.030325,9.075864,9.266619,biking,accelerometer
9.197584,0.030366,9.075864,9.257928,biking,accelerometer
9.200912,0.02762,9.10788,9.257928,biking,accelerometer
9.202149,0.026519,9.12372,9.269051,biking,accelerometer
9.199348,0.037703,8.971713,9.335202,biking,accelerometer
9.203218,0.040691,8.971713,9.335202,biking,accelerometer
9.210323,0.053243,9.122057,9.630497,biking,accelerometer
9.202016,0.054669,9.099831,9.630497,biking,accelerometer
9.19715,0.039546,9.099831,9.357474,biking,accelerometer
9.201418,0.035743,9.116673,9.357474,biking,accelerometer
9.200015,0.032223,9.125131,9.279814,biking,accelerometer
9.204045,0.031722,9.142549,9.279814,biking,accelerometer
9.209297,0.075424,8.97105,9.773568,biking,accelerometer
9.203674,0.081209,8.959635,9.773568,biking,accelerometer
9.205373,0.075654,8.85834,9.501658,biking,accelerometer
9.207862,0.081903,8.85834,9.501658,biking,accelerometer
9.201375,0.055787,9.016004,9.417926,biking,accelerometer
9.206917,0.051544,9.052384,9.406936,biking,accelerometer
9.205791,0.055639,9.032354,9.375466,biking,accelerometer
9.202078,0.049165,9.032354,9.345195,biking,accelerometer
9.200319,0.057267,8.99311,9.454571,biking,accelerometer
9.199902,0.061705,8.99311,9.454571,biking,accelerometer
9.204054,0.050935,9.013673,9.392066,biking,accelerometer
9.199127,0.072405,8.954539,9.521417,biking,accelerometer
9.196636,0.081742,8.901877,9.521417,biking,accelerometer
9.193009,0.067175,8.901877,9.408506,biking,accelerometer
9.19913,0.067975,8.991035,9.408506,biking,accelerometer
9.205675,0.064768,8.991035,9.381227,biking,accelerometer
9.204263,0.056982,9.016337,9.381227,biking,accelerometer
9.205147,0.058441,9.065355,9.377406,biking,accelerometer
9.193886,0.063331,8.965847,9.350379,biking,accelerometer
9.194462,0.051622,8.965847,9.329434,biking,accelerometer
9.203183,0.036328,9.093371,9.319295,biking,accelerometer
9.199949,0.035981,9.091401,9.319295,biking,accelerometer
9.201174,0.037489,9.091401,9.320149,biking,accelerometer
9.208134,0.036425,9.117547,9.320149,biking,accelerometer
9.20455,0.033308,9.125506,9.308744,biking,accelerometer
11.390708,3.646341,4.900092,21.24817,walking,accelerometer
11.206146,3.831152,5.414888,21.24817,walking,accelerometer
10.651878,3.261118,5.414888,19.367851,walking,accelerometer
11.317622,3.682369,5.173352,20.300756,walking,accelerometer
11.364395,3.941892,4.703074,21.58795,walking,accelerometer
11.341848,4.206919,4.242969,23.794458,walking,accelerometer
11.668388,4.479552,3.898538,23.794458,walking,accelerometer
11.656484,5.032458,3.898538,24.311795,walking,accelerometer
11.915925,5.104964,4.15041,25.107088,walking,accelerometer
11.323746,4.087366,4.876113,25.107088,walking,accelerometer
11.187638,3.328638,5.771634,20.2173,walking,accelerometer
11.275448,3.507957,3.744121,20.411494,walking,accelerometer
10.702583,3.771533,3.744121,21.210888,walking,accelerometer
10.987887,3.953546,4.700191,23.290509,walking,accelerometer
11.275426,3.876081,4.05233,23.290509,walking,accelerometer
10.992071,3.789931,4.05233,21.857619,walking,accelerometer
11.079697,3.823276,3.221186,20.025813,walking,accelerometer
11.36577,3.86034,3.221186,19.431462,walking,accelerometer
10.945409,4.033354,3.616254,21.622618,walking,accelerometer
11.204612,4.307222,2.697019,22.586727,walking,accelerometer
11.725733,4.281737,2.697019,24.901682,walking,accelerometer
11.351332,4.261515,2.551864,24.901682,walking,accelerometer
11.434123,4.243767,2.551864,25.199598,walking,accelerometer
11.639786,4.274996,4.151279,26.948139,walking,accelerometer
11.461841,4.695021,4.008883,26.948139,walking,accelerometer
11.516073,4.630378,3.782392,24.862896,walking,accelerometer,
11.680989,4.227075,3.782392,24.862896,walking,accelerometer
11.550281,4.392877,3.458877,27.127657,walking,accelerometer
11.598792,4.397899,3.458877,27.127657,walking,accelerometer
11.348376,3.774678,3.656967,23.408411,walking,accelerometer
11.157109,3.970248,4.38491,22.479077,walking,accelerometer
12.185077,4.564473,4.38491,24.768366,walking,accelerometer
12.040677,4.43202,5.11351,24.840235,walking,accelerometer
11.71227,4.234949,5.058189,24.840235,walking,accelerometer
12.03694,4.708634,4.353338,25.803776,walking,accelerometer
11.77527,5.314578,3.425552,26.544696,walking,accelerometer
11.895531,5.174206,3.425552,26.544696,walking,accelerometer
11.560561,4.754365,4.821447,26.582248,walking,accelerometer
11.676715,4.647232,5.045728,26.582248,walking,accelerometer
11.918493,4.57097,4.393243,26.399999,walking,accelerometer
11.598238,4.885785,4.267607,27.185523,walking,accelerometer
11.805269,4.928664,4.267607,27.324354,walking,accelerometer
11.611862,4.562284,4.504695,27.324354,walking,accelerometer
11.885486,4.542163,4.504695,27.037682,walking,accelerometer
11.76189,4.781723,4.235938,26.221647,walking,accelerometer
11.708911,5.23619,4.132375,26.272291,walking,accelerometer
12.167096,5.017432,4.132375,27.111369,walking,accelerometer
11.547265,4.546459,4.5186,27.111369,walking,accelerometer
11.997661,4.595868,5.045982,26.653993,walking,accelerometer
12.162901,4.800255,4.295808,26.653993,walking,accelerometer
11.890463,5.442923,3.195812,27.159921,walking,accelerometer
12.279317,5.501215,3.195812,27.159921,walking,accelerometer
11.971228,5.041833,4.331312,26.722505,walking,accelerometer
12.374747,5.233269,4.331312,27.093986,walking,accelerometer
12.154419,5.453779,3.299507,27.093986,walking,accelerometer
11.8658,5.39269,3.299507,27.136278,walking,accelerometer
12.136268,5.512129,1.853833,27.136278,walking,accelerometer
11.869577,5.25944,1.853833,26.086312,walking,accelerometer
12.115348,5.124475,3.245236,26.086312,walking,accelerometer
12.034093,5.359667,3.245236,27.248705,walking,accelerometer
12.330183,5.409557,3.717296,27.248705,walking,accelerometer
12.250593,5.104797,3.87286,25.270777,walking,accelerometer
12.333389,5.11961,3.613594,27.204155,walking,accelerometer
12.343291,5.547543,2.700299,27.204155,walking,accelerometer
12.536549,6.234977,2.700299,26.735152,walking,accelerometer
12.85788,6.419933,2.989976,26.735152,walking,accelerometer
12.477934,5.852908,3.072418,26.071714,walking,accelerometer
12.336711,5.514033,2.335155,26.071714,walking,accelerometer
12.137049,5.774006,2.335155,27.266381,walking,accelerometer
12.711077,5.847433,2.173691,27.266381,walking,accelerometer
12.691562,5.7894,2.173691,26.928358,walking,accelerometer
12.514056,5.644519,2.872229,26.928358,walking,accelerometer
12.074686,5.492595,2.89869,27.17113,walking,accelerometer
12.075645,5.636051,2.89869,27.17113,walking,accelerometer
12.593527,5.616313,2.702792,27.266022,walking,accelerometer
12.116791,5.483268,2.551482,27.288037,walking,accelerometer
12.16562,4.889757,2.551482,27.288037,walking,accelerometer
12.022858,5.109479,2.367625,27.249642,walking,accelerometer
12.277338,5.74378,2.367625,27.249642,walking,accelerometer
12.164949,5.594536,2.088418,27.376363,walking,accelerometer
12.040967,5.196518,2.088418,27.376363,walking,accelerometer
11.961613,5.516909,3.36345,27.251998,walking,accelerometer
11.886801,5.595326,3.36345,27.157577,walking,accelerometer
12.32673,5.396179,1.794323,26.431692,walking,accelerometer
11.949822,5.34108,1.794323,27.191867,walking,accelerometer
12.048309,5.009811,2.729079,27.191867,walking,accelerometer
11.823331,5.312749,2.486714,27.416058,walking,accelerometer
12.032793,5.95633,2.486714,27.416058,walking,accelerometer
12.350666,6.044439,1.77057,26.949921,walking,accelerometer
12.147314,5.630958,1.77057,26.793063,walking,accelerometer
12.266698,5.514309,3.009672,27.292593,walking,accelerometer
12.160279,5.818118,3.009672,27.292593,walking,accelerometer
12.677927,5.903786,3.2943,26.68681,walking,accelerometer
12.534763,5.618667,3.74722,26.575015,walking,accelerometer
12.342343,5.619067,3.135525,27.342051,walking,accelerometer
12.707913,5.803434,3.135525,27.342051,walking,accelerometer
12.367314,6.000647,3.211282,27.541663,walking,accelerometer
12.48189,5.893602,3.211282,27.541663,walking,accelerometer
12.244732,5.301114,4.774027,27.250157,walking,accelerometer
12.093756,5.154706,3.260513,27.340758,walking,accelerometer
11.897932,5.312408,3.260513,27.340758,walking,accelerometer
11.449281,5.402732,3.335103,27.332362,walking,accelerometer
11.944052,5.175766,3.335103,27.332362,walking,accelerometer
11.451369,4.183723,3.629169,22.616654,walking,accelerometer
11.247315,3.367552,5.125839,21.279575,walking,accelerometer
11.130323,3.455699,4.591167,21.279575,walking,accelerometer
10.2789,2.799788,4.591167,20.350919,walking,accelerometer
10.788044,2.638656,5.193166,22.977148,walking,accelerometer
10.384662,2.661292,5.193166,22.977148,walking,accelerometer
9.595778,2.143857,3.504677,15.105539,walking,accelerometer
9.59554,1.835787,3.504677,15.105539,walking,accelerometer
9.436235,0.798099,6.721937,11.560214,walking,accelerometer
9.497738,1.317163,4.121808,15.12471,walking,accelerometer
11.600124,4.23017,4.095901,21.492547,walking,accelerometer
11.389434,4.932565,2.795379,25.54681,walking,accelerometer
11.860718,5.477128,2.795379,25.54681,walking,accelerometer
12.370727,5.572541,3.399572,25.428706,walking,accelerometer
11.839325,5.260404,3.399572,25.428706,walking,accelerometer
11.956336,5.175417,2.991375,24.864377,walking,accelerometer
11.82181,5.804076,1.965005,25.895282,walking,accelerometer
12.228045,5.732959,1.965005,26.349222,walking,accelerometer
12.078888,5.386719,3.715114,26.40233,walking,accelerometer
11.667017,4.897822,3.715114,26.40233,walking,accelerometer
11.501973,4.76867,4.06314,23.376091,walking,accelerometer
11.709362,5.330817,3.711203,25.342519,walking,accelerometer
12.17341,5.210448,3.711203,27.395584,walking,accelerometer
11.527566,4.649849,3.825875,27.395584,walking,accelerometer
11.908717,4.626135,2.908011,23.225207,walking,accelerometer
11.693124,4.684228,2.908011,22.941146,walking,accelerometer
11.446459,4.772704,3.274818,23.989186,walking,accelerometer
12.194583,4.785357,3.311288,23.989186,walking,accelerometer
11.734907,4.646251,3.840983,23.9377,walking,accelerometer
11.768113,4.739657,3.840983,23.9377,walking,accelerometer
11.816638,4.845275,3.740724,23.356466,walking,accelerometer
11.580816,5.04403,3.740724,23.356466,walking,accelerometer
11.954996,4.866213,3.741062,23.357259,walking,accelerometer
11.602366,4.542527,4.304854,25.770866,walking,accelerometer
11.515956,4.562015,4.358792,25.770866,walking,accelerometer
12.073405,5.077383,1.708763,25.271518,walking,accelerometer
12.070144,5.611396,1.708763,26.036844,walking,accelerometer
12.25011,5.488174,2.394907,26.036844,walking,accelerometer
12.474776,5.336463,2.394907,24.006521,walking,accelerometer
12.647356,5.541885,3.696599,24.006521,walking,accelerometer
12.453103,5.676463,2.604198,25.399063,walking,accelerometer
12.398706,5.562441,2.604198,26.375287,walking,accelerometer
12.11387,5.12844,3.46006,26.375287,walking,accelerometer
12.163216,5.192392,4.346419,27.17084,walking,accelerometer
12.060507,5.597116,3.50585,27.376578,walking,accelerometer
11.872308,5.46981,1.675048,27.376578,walking,accelerometer
12.068742,5.252806,1.675048,27.262971,walking,accelerometer
11.654497,4.850112,2.657382,27.262971,walking,accelerometer
12.075321,4.942787,3.886958,25.68726,walking,accelerometer
12.033833,5.419192,3.589787,27.117199,walking,accelerometer
12.076354,5.345465,3.589787,27.117199,walking,accelerometer
12.057292,5.151716,3.774603,26.663313,walking,accelerometer
11.841186,4.986983,3.677271,26.663313,walking,accelerometer
12.437073,5.566033,3.677271,29.598464,walking,accelerometer
12.294257,5.822091,3.926962,29.598464,walking,accelerometer
12.180585,5.334648,3.876704,26.883944,walking,accelerometer
12.177216,5.2311,3.495884,26.883944,walking,accelerometer
12.247969,5.191633,3.495884,26.470989,walking,accelerometer
12.333166,5.481526,4.409621,26.240032,walking,accelerometer
12.152589,5.527141,4.445645,26.940071,walking,accelerometer
12.30847,5.196272,4.664547,26.940071,walking,accelerometer
12.030249,5.322706,4.025138,27.490132,walking,accelerometer
12.281821,5.434258,1.24745,27.490132,walking,accelerometer
12.038085,5.159512,1.24745,26.252988,walking,accelerometer
11.789386,5.243909,2.876407,27.151866,walking,accelerometer
12.201443,5.244477,2.876407,27.151866,walking,accelerometer
12.021954,4.920856,3.084207,26.18173,walking,accelerometer
12.204252,4.900675,3.954955,26.18173,walking,accelerometer
12.154326,5.328439,2.898729,26.70757,walking,accelerometer
12.366285,5.913087,2.898729,26.70757,walking,accelerometer
12.488599,5.911481,1.941957,27.318649,walking,accelerometer
12.329946,5.631844,1.941957,27.318649,walking,accelerometer
12.075393,5.767595,2.751022,26.569617,walking,accelerometer
12.60505,5.860224,2.751022,25.492471,walking,accelerometer
12.740919,5.538736,1.7572,26.551861,walking,accelerometer
12.219904,5.193577,1.7572,26.551861,walking,accelerometer
12.229625,5.107039,2.842991,25.485357,walking,accelerometer
11.850344,5.34895,2.842991,25.486865,walking,accelerometer
12.287285,5.266021,3.73899,25.486865,walking,accelerometer
12.233774,5.028376,3.90806,26.310319,walking,accelerometer
12.403851,5.442352,3.90806,29.584261,walking,accelerometer
12.499336,5.92597,2.30162,29.584261,walking,accelerometer
12.687143,5.964525,2.30162,29.368121,walking,accelerometer
12.812413,5.739243,3.182547,29.368121,walking,accelerometer
12.469981,5.54179,3.218681,27.214288,walking,accelerometer
12.40591,5.839446,3.203681,27.214288,walking,accelerometer
12.48186,5.920801,2.622905,26.37111,walking,accelerometer
12.244992,5.330297,2.622905,27.181283,walking,accelerometer
12.262929,5.106221,3.938733,27.483727,walking,accelerometer
12.026333,5.432698,3.510451,27.483727,walking,accelerometer
12.075285,5.625554,3.510451,27.093437,walking,accelerometer
12.482504,5.418011,4.755389,27.093437,walking,accelerometer
12.526309,5.385226,3.82332,26.643289,walking,accelerometer
12.295265,5.499784,2.809754,26.264149,walking,accelerometer
12.116854,5.853377,2.809754,27.246505,walking,accelerometer
12.737002,5.942726,2.800979,27.246505,walking,accelerometer
12.22739,5.409317,2.800979,26.207415,walking,accelerometer
12.270183,5.171251,3.98808,27.14879,walking,accelerometer
11.958127,4.885966,4.125665,27.14879,walking,accelerometer
11.947699,4.967208,3.837101,27.032931,walking,accelerometer
12.796285,5.224718,3.837101,27.032931,walking,accelerometer
12.253489,4.940877,4.821916,25.722501,walking,accelerometer
12.201457,5.058556,1.908607,25.348073,walking,accelerometer
11.921105,5.25357,1.908607,27.125463,walking,accelerometer
12.188756,5.707318,1.946286,27.125463,walking,accelerometer
12.47814,5.456903,1.946286,25.724088,walking,accelerometer
11.851546,4.687544,3.944917,26.368619,walking,accelerometer
11.76515,4.234352,4.98825,26.368619,walking,accelerometer
11.037781,3.647266,5.153203,23.326628,walking,accelerometer
10.536157,3.30656,3.87977,21.393384,walking,accelerometer
10.128395,2.582981,3.87977,16.605369,walking,accelerometer
9.54417,1.94972,5.091675,15.696358,walking,accelerometer
9.498851,1.692614,6.122554,15.692806,walking,accelerometer
9.542988,1.780414,5.888437,14.160872,walking,accelerometer
11.286732,4.010037,3.619106,23.45459,walking,accelerometer
11.382761,3.762038,3.619106,23.45459,walking,accelerometer
9.677095,0.71268,6.673709,13.073628,walking,accelerometer
9.647244,0.265644,8.229663,10.564779,walking,accelerometer
9.623143,0.120397,9.18686,9.953605,walking,accelerometer
9.540018,0.21357,8.822897,9.983291,walking,accelerometer
9.650841,0.496491,8.822897,12.480301,walking,accelerometer
9.771194,0.452895,9.085503,12.480301,walking,accelerometer
9.673747,0.149528,9.259223,10.287582,walking,accelerometer
9.637789,0.06424,9.46188,9.833529,walking,accelerometer
9.680253,0.90009,7.878353,14.734876,walking,accelerometer
9.854526,2.102614,5.203063,19.699127,walking,accelerometer
10.614596,3.593111,4.728833,24.988654,walking,accelerometer
11.222868,3.873928,4.728833,24.988654,walking,accelerometer
11.284908,3.848247,4.946366,24.901653,walking,accelerometer
11.204427,4.264457,4.946366,28.589223,walking,accelerometer
11.062687,4.356681,3.831376,28.589223,walking,accelerometer
11.488693,4.466175,3.831376,26.26071,walking,accelerometer
11.849691,4.600161,2.682169,26.281591,walking,accelerometer
11.260866,4.28766,2.682169,26.281591,walking,accelerometer
10.273481,2.962291,4.601245,20.803512,walking,accelerometer
10.074919,3.750908,1.861369,21.414906,walking,accelerometer
10.78983,4.337115,1.861369,22.264841,walking,accelerometer
11.065594,4.564806,4.672429,27.886034,walking,accelerometer
11.829157,4.99796,4.621668,27.886034,walking,accelerometer
11.608822,4.872438,4.297462,24.964124,walking,accelerometer
11.25572,5.016389,4.15087,26.309506,walking,accelerometer
12.019857,5.291646,3.335872,26.832074,walking,accelerometer
11.926438,5.226273,3.335872,27.091897,walking,accelerometer
11.876905,5.34228,3.959465,27.36262,walking,accelerometer
12.321116,5.657282,3.068235,27.718876,walking,accelerometer
12.024245,5.823168,3.068235,27.718876,walking,accelerometer
12.163731,5.679929,2.801205,27.554881,walking,accelerometer
11.965471,5.481112,2.367052,27.554881,walking,accelerometer
11.666595,4.99361,2.367052,27.304642,walking,accelerometer
12.006035,4.822559,3.484898,26.665412,walking,accelerometer
11.70236,5.296498,3.044297,26.665412,walking,accelerometer
11.592765,5.266749,2.470135,26.51645,walking,accelerometer
11.749895,5.129554,0.859427,27.139621,walking,accelerometer
11.407826,4.830558,0.859427,27.139621,walking,accelerometer
11.122168,4.415265,2.354296,26.688328,walking,accelerometer
11.179981,4.63781,3.516635,27.662363,walking,accelerometer
11.516415,4.778213,3.426108,27.662363,walking,accelerometer
11.529445,4.634883,3.426108,24.918555,walking,accelerometer
11.521302,4.628503,3.146362,27.101947,walking,accelerometer
11.487691,4.554376,3.146362,27.101947,walking,accelerometer
11.244915,4.594105,3.160313,26.873079,walking,accelerometer
11.253511,4.608904,3.215196,26.479204,walking,accelerometer
11.504236,4.631572,2.855933,26.645356,walking,accelerometer
11.491212,5.016337,2.11107,26.645356,walking,accelerometer
11.419302,4.887081,2.11107,26.815883,walking,accelerometer
11.95188,4.73298,3.893355,26.815883,walking,accelerometer
11.947283,5.105219,3.614275,27.140771,walking,accelerometer
11.68123,5.233684,3.614275,27.140771,walking,accelerometer
11.892157,4.991142,3.431125,26.950601,walking,accelerometer
12.061206,4.945639,2.797645,27.616657,walking,accelerometer
11.710328,5.08339,2.797645,27.958608,walking,accelerometer
11.71398,5.259131,2.40369,27.958608,walking,accelerometer
12.053351,5.317253,2.40369,28.066051,walking,accelerometer
11.722746,5.597569,2.568794,28.066051,walking,accelerometer
11.592204,5.507016,2.568794,27.113461,walking,accelerometer
11.947985,5.177417,3.382535,28.047959,walking,accelerometer
11.935739,5.230933,3.010922,28.047959,walking,accelerometer
12.057834,5.05854,3.010922,27.260082,walking,accelerometer
11.902538,5.041185,3.047101,27.260082,walking,accelerometer
11.469869,5.499051,1.524986,27.463824,walking,accelerometer
11.799123,5.616846,1.524986,27.463824,walking,accelerometer
12.257641,5.373317,2.077903,27.260009,walking,accelerometer
11.985225,5.209429,2.705653,27.260009,walking,accelerometer
11.700048,4.800795,2.933091,26.197193,walking,accelerometer
12.127636,5.140018,2.719151,27.749468,walking,accelerometer
11.723534,5.458737,2.685302,27.749468,walking,accelerometer
11.539646,5.535589,1.422471,28.230318,walking,accelerometer
12.294612,5.508362,1.422471,28.230318,walking,accelerometer
12.119669,5.262789,3.674526,27.577703,walking,accelerometer
11.815001,5.458461,3.18829,27.78295,walking,accelerometer
12.233396,5.466682,3.061077,27.78295,walking,accelerometer
12.214462,5.220458,3.061077,27.449607,walking,accelerometer
11.898298,5.516013,2.250247,27.165494,walking,accelerometer
11.962912,5.875001,2.250247,30.29888,walking,accelerometer
12.350136,5.838243,2.812664,30.29888,walking,accelerometer
12.259682,5.863488,2.812664,28.003157,walking,accelerometer
12.000543,5.471609,2.638381,28.003157,walking,accelerometer
12.251294,5.106373,2.638381,28.055443,walking,accelerometer
11.949348,5.335398,3.039641,28.055443,walking,accelerometer
11.655402,5.22802,1.284893,27.820077,walking,accelerometer
11.989441,5.26429,1.284893,26.637636,walking,accelerometer
12.325005,5.727018,3.69985,27.093791,walking,accelerometer
12.293215,5.801537,0.711716,27.093791,walking,accelerometer
12.519773,5.693776,0.711716,26.495666,walking,accelerometer
12.001799,5.609719,3.113245,28.466165,walking,accelerometer
11.630404,5.464514,3.26108,28.466165,walking,accelerometer
12.347696,5.862975,2.885701,29.146252,walking,accelerometer
12.421651,5.835063,2.885701,29.146252,walking,accelerometer
11.846916,5.561443,2.900635,27.560654,walking,accelerometer
12.154182,5.743736,3.05936,26.452751,walking,accelerometer
12.186548,5.802378,3.05936,26.452751,walking,accelerometer
11.581998,6.116557,2.486951,27.380893,walking,accelerometer
12.637233,6.441768,1.875889,27.380893,walking,accelerometer
12.418504,6.100296,1.875889,26.834804,walking,accelerometer
11.600579,5.847357,1.652367,27.585079,walking,accelerometer
12.161523,5.843119,1.652367,27.585079,walking,accelerometer
11.824815,5.806722,3.075122,26.16439,walking,accelerometer
11.847071,6.031229,2.37153,27.260819,walking,accelerometer
12.167119,5.805942,2.37153,27.260819,walking,accelerometer
11.675808,5.627879,1.711276,27.360514,walking,accelerometer
11.78449,5.572377,1.711276,27.360514,walking,accelerometer
12.323468,5.332195,3.276356,27.712041,walking,accelerometer
11.764105,5.008923,3.289932,27.712041,walking,accelerometer
11.414209,5.446872,3.138807,26.574036,walking,accelerometer
11.887774,5.94331,3.138807,27.427316,walking,accelerometer
11.898038,5.345329,3.600324,27.427316,walking,accelerometer
11.402592,4.878024,3.600324,26.385567,walking,accelerometer
11.385509,4.972391,3.191639,26.789781,walking,accelerometer
12.146752,5.294195,3.191639,26.789781,walking,accelerometer
11.645439,5.33093,2.701123,25.33983,walking,accelerometer
11.596478,5.918428,0.66056,27.014959,walking,accelerometer
12.691697,6.18238,0.66056,27.014959,walking,accelerometer
12.041017,5.383428,1.030351,26.920702,walking,accelerometer
11.134861,4.770707,1.791091,25.308906,walking,accelerometer
11.501712,4.86904,1.791091,27.183399,walking,accelerometer
12.040911,5.111938,3.630222,27.648328,walking,accelerometer
11.761582,5.625126,3.117907,27.648328,walking,accelerometer
11.488858,5.891329,2.551716,27.490287,walking,accelerometer
11.708444,5.565179,2.551716,27.490287,walking,accelerometer
11.608717,5.102078,1.909287,27.149604,walking,accelerometer
11.433601,5.225925,1.909287,27.523884,walking,accelerometer
11.264894,5.154266,2.098722,27.523884,walking,accelerometer
11.384242,4.832376,3.234759,26.892853,walking,accelerometer
11.699993,4.66797,3.715494,26.33064,walking,accelerometer
11.434605,4.440427,3.715494,24.895399,walking,accelerometer
11.320195,4.00593,4.280081,23.421575,walking,accelerometer
10.60622,3.292623,4.319473,17.638884,walking,accelerometer
9.437011,1.873852,4.963088,17.395505,walking,accelerometer
9.336647,0.713709,7.353744,11.751265,walking,accelerometer
9.361518,0.444455,7.992936,10.50095,walking,accelerometer
9.535372,1.209565,6.469329,14.823469,walking,accelerometer
11.115166,4.833719,3.079652,29.103858,walking,accelerometer
11.239186,5.064919,3.079652,29.103858,walking,accelerometer
10.033894,2.147666,3.330205,22.028807,walking,accelerometer
10.558642,3.127793,6.211412,21.914068,walking,accelerometer
10.617569,3.119275,6.211412,21.914068,walking,accelerometer
9.992653,0.855401,7.583475,14.652927,walking,accelerometer
9.694923,0.893887,7.313709,12.649454,walking,accelerometer
10.102973,1.441647,7.313709,14.858292,walking,accelerometer
10.348105,1.952974,5.400678,17.94358,walking,accelerometer
9.832066,1.868643,5.400678,17.94358,walking,accelerometer
9.685289,0.96234,6.49707,13.013166,walking,accelerometer
9.735516,0.426006,8.715678,12.300358,walking,accelerometer
9.715784,1.076274,6.057971,15.318633,walking,accelerometer
10.211792,1.72223,6.057971,16.7163,walking,accelerometer
11.19064,3.673232,3.442212,22.883099,walking,accelerometer
11.484025,4.641828,3.442212,28.28465,walking,accelerometer
11.104223,4.468278,2.469766,28.28465,walking,accelerometer
11.503459,4.768399,2.469766,25.256676,walking,accelerometer
11.739749,4.847458,3.910949,28.193731,walking,accelerometer
11.662146,4.790904,3.910949,28.193731,walking,accelerometer
11.493953,4.892421,3.098636,26.947901,walking,accelerometer
10.905369,4.097478,3.098636,26.614049,walking,accelerometer
10.178084,2.673712,5.262212,21.023514,walking,accelerometer
9.758882,1.565804,5.262212,15.078533,walking,accelerometer
9.845594,0.83344,7.155215,13.505167,walking,accelerometer
9.801558,0.639593,7.155215,12.554674,walking,accelerometer
9.784647,0.485245,8.591938,12.119458,walking,accelerometer
9.683207,0.698167,7.3639,11.788492,walking,accelerometer
11.650398,5.300261,2.227809,30.962506,walking,accelerometer
11.300989,5.059433,2.227809,27.483778,walking,accelerometer
11.084937,5.281321,2.167679,27.039802,walking,accelerometer
11.177067,5.300114,2.167679,27.039802,walking,accelerometer
11.23753,4.892745,2.798493,26.014882,walking,accelerometer
11.378029,4.924678,2.802243,28.279365,walking,accelerometer
11.662472,5.245154,2.802243,28.549571,walking,accelerometer
11.216748,5.576278,2.70474,28.549571,walking,accelerometer
11.542681,5.618007,2.70474,30.270377,walking,accelerometer
12.079783,5.389918,2.811833,30.270377,walking,accelerometer
11.628232,5.344171,2.668019,28.152888,walking,accelerometer
12.062724,5.507059,2.528017,30.635626,walking,accelerometer
11.929042,5.940471,2.528017,30.711946,walking,accelerometer
11.43075,5.403706,2.561481,30.711946,walking,accelerometer
11.490656,4.93655,3.095654,28.074103,walking,accelerometer
11.687873,5.223225,2.935298,28.074103,walking,accelerometer
12.291284,5.087395,2.935298,27.205515,walking,accelerometer
11.829297,5.018223,3.653236,27.205515,walking,accelerometer
11.365711,5.183206,2.982521,24.98811,walking,accelerometer
11.676118,5.149221,2.982521,24.98811,walking,accelerometer
11.617359,4.793827,2.469352,25.995523,walking,accelerometer
11.582252,4.537199,2.469352,27.397339,walking,accelerometer
11.658413,4.424894,2.85447,27.397339,walking,accelerometer
11.940318,4.783229,2.67152,28.628122,walking,accelerometer
11.474637,5.115107,1.933883,28.628122,walking,accelerometer
11.383264,5.431934,1.933883,28.033226,walking,accelerometer
11.633754,5.294269,2.501145,28.033226,walking,accelerometer
11.1699,4.734017,2.013253,27.442123,walking,accelerometer
11.40117,4.863393,1.851319,27.442123,walking,accelerometer
11.976342,5.002865,1.851319,26.716402,walking,accelerometer
11.450589,5.166177,3.581476,26.61198,walking,accelerometer
11.448782,5.57352,2.228393,30.803458,walking,accelerometer
11.88484,5.578464,2.228393,30.803458,walking,accelerometer
11.390598,5.296368,3.111182,29.411083,walking,accelerometer
11.69561,5.371443,2.54256,29.411083,walking,accelerometer
11.55576,5.575886,1.737433,29.169598,walking,accelerometer
11.621453,5.816035,1.737433,28.984038,walking,accelerometer
12.082325,5.562943,2.274709,32.885381,walking,accelerometer
11.821855,4.979328,3.676792,32.885381,walking,accelerometer
11.979014,5.244715,1.741081,30.763289,walking,accelerometer
11.862635,5.845487,1.741081,30.763289,walking,accelerometer
11.688816,5.616059,1.602283,28.582473,walking,accelerometer
11.437942,4.81121,1.602283,26.297669,walking,accelerometer
11.622759,4.806529,2.264335,28.945086,walking,accelerometer
12.08565,5.385896,2.264335,28.945086,walking,accelerometer
11.65418,5.78634,2.370782,29.069484,walking,accelerometer
11.679429,5.492581,2.558074,29.069484,walking,accelerometer
11.801119,5.035114,3.000497,27.038433,walking,accelerometer
12.239155,5.180431,3.043484,27.038433,walking,accelerometer
12.126724,5.486906,1.938023,28.226821,walking,accelerometer
11.848668,5.671931,1.938023,28.226821,walking,accelerometer
12.178673,5.468814,2.999976,30.388972,walking,accelerometer
11.840679,5.028483,2.845739,30.388972,walking,accelerometer
11.914069,5.3599,2.634762,27.41999,walking,accelerometer
11.865378,5.937198,1.725458,27.41999,walking,accelerometer
11.898158,5.558064,1.725458,25.465135,walking,accelerometer
11.896263,4.866138,1.052635,25.000409,walking,accelerometer
12.247012,4.91339,1.052635,25.746553,walking,accelerometer
12.334337,5.210586,3.50944,25.746553,walking,accelerometer
