ID,value,axis,IDvec
1086,11.714615,3,362
1087,4.238785,1,363
1088,0.6488037,2,363
1089,10.21106,3,363
1090,-0.7315674,1,364
1091,-1.6903381000000002,2,364
1092,10.795242,3,364
1093,-0.29821777,1,365
1094,-0.42379759999999994,2,365
1095,8.525542999999999,3,365
1096,1.0951996000000002,1,366
1097,-0.28494263,2,366
1098,10.601318,3,366
1099,0.52778625,1,367
1100,0.52430725,2,367
1101,9.2222595,3,367
1102,-0.5472107,1,368
1103,-0.39506529999999995,2,368
1104,9.327606,3,368
1105,-0.1306305,1,369
1106,0.011947632,2,369
1107,9.028319999999999,3,369
1108,2.1965332,1,370
1109,-0.34957886,2,370
1110,11.377028999999999,3,370
1111,-2.160904,1,371
1112,-0.7661743000000001,2,371
1113,10.136841,3,371
1114,-3.7434845,1,372
1115,-0.737442,2,372
1116,9.7920685,3,372
1117,-0.7220001,1,373
1118,-0.6153411999999999,2,373
1119,8.594971000000001,3,373
1120,-0.12104797,1,374
1121,-1.0678406,2,374
1122,10.88623,3,374
1123,-0.8967743,1,375
1124,-1.1420593,2,375
1125,10.661163,3,375
1126,-2.3572387999999997,1,376
1127,-1.0391083,2,376
1128,8.537506,3,376
1129,-1.6533356,1,377
1130,-0.6153411999999999,2,377
1131,9.969238,3,377
1132,-0.9733886999999999,1,378
1133,-1.0726318000000001,2,378
1134,9.772919,3,378
1135,0.9850769,1,379
1136,-0.8044739000000001,2,379
1137,10.134445,3,379
1138,-0.32215879999999997,1,380
1139,-1.5323181000000001,2,380
1140,11.111282000000001,3,380
1141,-1.3037872,1,381
1142,-1.0199585,2,381
1143,9.30127,3,381
1144,-1.6437683,1,382
1145,-0.7757416,2,382
1146,9.430557,3,382
1147,-0.26948547,1,383
1148,-0.26817322,2,383
1149,9.298874,3,383
1150,-0.42750550000000004,1,384
1151,-1.1875458,2,384
1152,10.919739,3,384
1153,-0.16175842,1,385
1154,-0.92658997,2,385
1155,9.327606,3,385
1156,0.24047852,1,386
1157,-0.92658997,2,386
1158,10.809616,3,386
1159,0.010635376,1,387
1160,-0.94573975,2,387
1161,9.962067,3,387
1162,-0.41314697,1,388
1163,-0.4932251,2,388
1164,9.356323,3,388
1165,-0.74594116,1,389
1166,-0.6273041,2,389
1167,9.2845,3,389
1168,-0.79382324,1,390
1169,-0.78292847,2,390
1170,9.739395,3,390
1171,0.38652040000000004,1,391
1172,-0.5315399000000001,2,391
1173,10.395416,3,391
1174,0.015426636,1,392
1175,-0.7637786999999999,2,392
1176,9.471252,3,392
1177,0.5996094,1,393
1178,-0.8236389000000001,2,393
1179,10.574982,3,393
1180,0.58044434,1,394
1181,-0.38070679999999996,2,394
1182,9.598145,3,394
1183,-0.48976135,1,395
1184,-0.737442,2,395
1185,10.565399000000001,3,395
1186,-0.59988403,1,396
1187,-0.5722351,2,396
1188,9.497589,3,396
1189,-0.19047546,1,397
1190,-0.41183472,2,397
1191,9.571808,3,397
1192,0.56129456,1,398
1193,-0.44773865,2,398
1194,9.760956,3,398
1195,-0.64538574,1,399
1196,-0.8786925999999999,2,399
1197,9.966858,3,399
1198,0.37693787,1,400
1199,-0.17720032,2,400
1200,9.909393,3,400
1201,0.49905396,1,401
1202,-0.10777283,2,401
1203,9.8112335,3,401
1204,-0.38920593,1,402
1205,-0.55548096,2,402
1206,9.981216,3,402
1207,0.30271912,1,403
1208,0.009552001999999999,2,403
1209,9.746582,3,403
1210,0.063308716,1,404
1211,-0.22029114,2,404
1212,9.842346000000001,3,404
1213,-0.037246704,1,405
1214,-0.62013245,2,405
1215,9.885452,3,405
1216,0.6642456,1,406
1217,-0.38310242,2,406
1218,9.8160095,3,406
1219,-0.67889404,1,407
1220,-0.9816437,2,407
1221,9.844742,3,407
1222,-0.025283813,1,408
1223,-0.76138306,2,408
1224,9.969238,3,408
1225,0.6810149999999999,1,409
1226,-0.045516968,2,409
1227,9.827988000000001,3,409
1228,0.14709473,1,410
1229,-0.17959595,2,410
1230,9.490402,3,410
1231,-0.28625488,1,411
1232,0.10531616,2,411
1233,9.54068,3,411
1234,-0.29103088,1,412
1235,0.19868469,2,412
1236,10.680328,3,412
1237,-0.82255554,1,413
1238,0.32319640000000005,2,413
1239,9.112122,3,413
1240,-0.48736572,1,414
1241,-0.34957886,2,414
1242,10.177536,3,414
1243,0.9994354,1,415
1244,0.11968994,2,415
1245,9.722641000000001,3,415
1246,-0.16893005,1,416
1247,-0.67041016,2,416
1248,10.352325,3,416
1249,-0.018096924,1,417
1250,-0.4525299,2,417
1251,9.526321000000001,3,417
1252,0.20695496,1,418
1253,-0.955307,2,418
1254,10.455261,3,418
1255,0.79592896,1,419
1256,-0.40464783,2,419
1257,9.325211,3,419
1258,-0.16653442,1,420
1259,-0.9217987,2,420
1260,10.206268,3,420
1261,0.09442139,1,421
1262,-0.28733826,2,421
1263,9.272537,3,421
1264,0.61875916,1,422
1265,-0.35676575,2,422
1266,10.345139,3,422
1267,-0.37962340000000006,1,423
1268,-0.5387268,2,423
1269,9.365905999999999,3,423
1270,-0.26708984,1,424
1271,-0.39266968,2,424
1272,9.8112335,3,424
1273,0.95874023,1,425
1274,0.059829712,2,425
1275,9.38028,3,425
1276,0.51101685,1,426
1277,-0.78292847,2,426
1278,10.742569,3,426
1279,0.66185,1,427
1280,-0.7565918,2,427
1281,9.7920685,3,427
1282,0.8390198,1,428
1283,-0.46211243,2,428
1284,9.875869999999999,3,428
1285,0.25483704,1,429
1286,-0.6560364000000001,2,429
1287,10.05304,3,429
1288,0.21414185,1,430
1289,-0.18676758,2,430
1290,9.590958,3,430
1291,-0.14259338,1,431
1292,-0.24902344,2,431
1293,9.605331,3,431
1294,0.24287415,1,432
1295,-0.282547,2,432
1296,9.851929,3,432
1297,0.95874023,1,433
1298,-0.5530853,2,433
1299,10.179932,3,433
1300,0.5445404,1,434
1301,-0.25860596,2,434
1302,9.636444000000001,3,434
1303,0.008239746,1,435
1304,-0.33999634,2,435
1305,9.763351,3,435
1306,0.46073914,1,436
1307,0.009552001999999999,2,436
1308,9.768127,3,436
1309,0.8581848,1,437
1310,-0.23704529,2,437
1311,10.433716,3,437
1312,0.058517455999999995,1,438
1313,0.10052489999999999,2,438
1314,9.34436,3,438
1315,-0.6932678000000001,1,439
1316,-0.11494446,2,439
1317,9.4951935,3,439
1318,0.51101685,1,440
1319,0.035888672,2,440
1320,10.050644,3,440
1321,0.57566833,1,441
1322,-0.03353882,2,441
1323,9.914185,3,441
1324,0.065704346,1,442
1325,-0.021575927999999998,2,442
1326,9.883057,3,442
1327,0.13034058,1,443
1328,-0.22747803,2,443
1329,10.144028,3,443
1330,0.7073517,1,444
1331,0.15559387,2,444
1332,9.112122,3,444
1333,-0.013305663999999998,1,445
1334,-0.500412,2,445
1335,10.438507000000001,3,445
1336,0.90367126,1,446
1337,-0.15086365,2,446
1338,9.775314,3,446
1339,0.010635376,1,447
1340,-0.4597168,2,447
1341,9.775314,3,447
1342,0.6833954000000001,1,448
1343,-0.30169678,2,448
1344,10.002761999999999,3,448
1345,0.36497498,1,449
1346,-0.34478759999999997,2,449
1347,10.081772,3,449
1348,0.3458252,1,450
1349,-0.12692260000000002,2,450
1350,9.351547,3,450
1351,0.46313477,1,451
1352,-0.3160553,2,451
1353,10.36908,3,451
1354,0.9707030999999999,1,452
1355,0.028701782000000002,2,452
1356,9.497589,3,452
1357,-0.09471130000000001,1,453
1358,-0.4525299,2,453
1359,10.079376,3,453
1360,0.18540955,1,454
1361,-0.021575927999999998,2,454
1362,9.595749,3,454
1363,0.6786194000000001,1,455
1364,-0.21310425,2,455
1365,9.844742,3,455
1366,0.32666016,1,456
1367,-0.16522217,2,456
1368,10.115295,3,456
1369,0.039367676000000004,1,457
1370,-0.016784668,2,457
1371,9.488007000000001,3,457
1372,0.108795166,1,458
1373,-0.10058594,2,458
1374,9.741791000000001,3,458
1375,0.4774933,1,459
1376,-0.1963501,2,459
1377,9.859116,3,459
1378,0.29315186,1,460
1379,-0.22268677,2,460
1380,10.129653999999999,3,460
1381,0.32188416,1,461
1382,-0.24183655,2,461
1383,9.622086,3,461
1384,0.34822083,1,462
1385,-0.28494263,2,462
1386,9.873474,3,462
1387,0.27877808,1,463
1388,-0.11494446,2,463
1389,9.6604,3,463
1390,0.09204101599999999,1,464
1391,-0.05987549,2,464
1392,10.19191,3,464
1393,0.30511475,1,465
1394,0.21784973,2,465
1395,9.428162,3,465
1396,0.39131165,1,466
1397,-0.32563782,2,466
1398,10.347534,3,466
1399,0.3506012,1,467
1400,0.58654785,2,467
1401,9.140854,3,467
1402,-0.41554259999999993,1,468
1403,-0.22029114,2,468
1404,10.464844,3,468
1405,0.70973206,1,469
1406,-0.12931824,2,469
1407,9.674759,3,469
1408,0.5996094,1,470
1409,0.18193054,2,470
1410,9.420975,3,470
1411,-0.6262207,1,471
1412,-0.21549988,2,471
1413,10.445694,3,471
1414,0.82466125,1,472
1415,0.47642517,2,472
1416,9.545471000000001,3,472
1417,-0.5448303000000001,1,473
1418,-0.21072388,2,473
1419,9.993195,3,473
1420,0.9276123,1,474
1421,0.23220825,2,474
1422,9.552658000000001,3,474
1423,0.24287415,1,475
1424,-0.12692260000000002,2,475
1425,10.225418,3,475
1426,0.106399536,1,476
1427,0.11250305,2,476
1428,9.356323,3,476
1429,0.09921265,1,477
1430,-0.3160553,2,477
1431,10.385834,3,477
1432,0.47988892,1,478
1433,0.34474182,2,478
1434,9.428162,3,478
1435,-0.13302612,1,479
1436,0.007156371999999999,2,479
1437,9.926147,3,479
1438,0.30751038,1,480
1439,0.11489868,2,480
1440,9.722641000000001,3,480
1441,0.5732727,1,481
1442,-0.25141907,2,481
1443,9.820801,3,481
1444,-0.1521759,1,482
1445,-0.5890045,2,482
1446,10.086563,3,482
1447,0.69776917,1,483
1448,-0.37112427,2,483
1449,9.763351,3,483
1450,0.027389526,1,484
1451,-0.6799774000000001,2,484
1452,9.789688,3,484
1453,0.26202393,1,485
1454,-0.22508240000000002,2,485
1455,10.0841675,3,485
1456,0.39370728,1,486
1457,-0.023971557999999997,2,486
1458,9.6532135,3,486
1459,0.17822266,1,487
1460,-0.282547,2,487
1461,9.911789,3,487
1462,0.36976624,1,488
1463,-0.21789551,2,488
1464,10.065017999999998,3,488
1465,0.21414185,1,489
1466,-0.11973572,2,489
1467,9.416183,3,489
1468,0.07766724,1,490
1469,-0.27536009999999994,2,490
1470,10.19191,3,490
1471,0.25723267,1,491
1472,-0.20353699,2,491
1473,9.665175999999999,3,491
1474,0.19976807,1,492
1475,-0.18199158,2,492
1476,9.7920685,3,492
1477,-0.2144165,1,493
1478,0.20347595,2,493
1479,9.329987,3,493
1480,0.115982056,1,494
1481,-0.10537719999999999,2,494
1482,10.706665,3,494
1483,0.41285706,1,495
1484,0.3926239,2,495
1485,9.454498,3,495
1486,-0.3700409,1,496
1487,-0.17240906,2,496
1488,10.005157,3,496
1489,0.67622375,1,497
1490,0.29446409999999995,2,497
1491,9.492797999999999,3,497
1492,-0.37243652,1,498
1493,-0.24662781,2,498
1494,10.534271,3,498
1495,0.18301392,1,499
1496,0.4835968,2,499
1497,9.095367,3,499
1498,0.16865539999999998,1,500
1499,-3.0517577999999997e-05,2,500
1500,10.230209,3,500
1501,-0.054016113,1,501
1502,0.11489868,2,501
1503,9.516739,3,501
1504,0.33384705,1,502
1505,-0.13171387,2,502
1506,10.25415,3,502
1507,0.39610290000000004,1,503
1508,0.0717926,2,503
1509,9.545471000000001,3,503
1510,-0.34849548,1,504
1511,-0.30648804,2,504
1512,10.041077,3,504
1513,0.28356934,1,505
1514,0.023910522000000003,2,505
1515,9.5191345,3,505
1516,0.036972046,1,506
1517,-0.29211426,2,506
1518,10.357101,3,506
1519,1.0066223,1,507
1520,0.1292572,2,507
1521,9.296478,3,507
1522,-0.1928711,1,508
1523,-0.57463074,2,508
1524,10.371475,3,508
1525,0.63072205,1,509
1526,-0.18676758,2,509
1527,9.545471000000001,3,509
1528,-0.08514404,1,510
1529,-0.4022522,2,510
1530,10.067413,3,510
1531,-0.0061340330000000005,1,511
1532,-0.23226929,2,511
1533,9.705886999999999,3,511
1534,0.61875916,1,512
1535,-0.25141907,2,512
1536,10.007553,3,512
1537,-0.10908508,1,513
1538,-0.11973572,2,513
1539,9.52153,3,513
1540,0.522995,1,514
1541,-0.33522034,2,514
1542,10.139236,3,514
1543,0.51820374,1,515
1544,-0.366333,2,515
1545,9.91658,3,515
1546,-0.020492554,1,516
1547,-0.10058594,2,516
1548,9.768127,3,516
1549,0.40327454,1,517
1550,-0.1963501,2,517
1551,9.490402,3,517
1552,-0.15696716,1,518
1553,-0.16522217,2,518
1554,10.096146000000001,3,518
1555,0.19020079999999998,1,519
1556,0.13883972,2,519
1557,9.52153,3,519
1558,0.2811737,1,520
1559,-0.08381653,2,520
1560,10.196701,3,520
1561,0.12554932,1,521
1562,0.09812927,2,521
1563,9.748978,3,521
1564,0.063308716,1,522
1565,0.40458679999999997,2,522
1566,9.550262,3,522
1567,0.2596283,1,523
1568,-0.20832825,2,523
1569,10.522308,3,523
1570,0.46313477,1,524
1571,0.36149597,2,524
1572,8.937347,3,524
1573,-0.37962340000000006,1,525
1574,-0.6225128000000001,2,525
1575,10.998749,3,525
1576,0.6139679,1,526
1577,0.44769287,2,526
1578,8.664398,3,526
1579,0.33624268,1,527
1580,-0.5075989000000001,2,527
1581,11.204651,3,527
1582,0.16625977,1,528
1583,0.5051422000000001,2,528
1584,8.415405,3,528
1585,-0.45384216,1,529
1586,-0.28015137,2,529
1587,10.773697,3,529
1588,0.75523376,1,530
1589,0.53627014,2,530
1590,9.253372,3,530
1591,0.048934937000000005,1,531
1592,-0.11015319999999999,2,531
1593,10.208664,3,531
1594,0.5349579000000001,1,532
1595,0.3136139,2,532
1596,9.854324,3,532
1597,-0.32695007,1,533
1598,-0.7087097,2,533
1599,10.002761999999999,3,533
1600,-0.8177643,1,534
1601,-0.28494263,2,534
1602,9.516739,3,534
1603,2.2372437,1,535
1604,0.7972412,2,535
1605,9.959671,3,535
1606,-0.0037384033,1,536
1607,-0.22987366,2,536
1608,10.208664,3,536
1609,-0.7196045,1,537
1610,0.11489868,2,537
1611,9.294083,3,537
1612,0.40087890000000004,1,538
1613,-0.21789551,2,538
1614,10.213455,3,538
1615,0.52059937,1,539
1616,0.18193054,2,539
1617,9.801651,3,539
1618,-0.37722778,1,540
1619,0.31600952,2,540
1620,9.71785,3,540
1621,0.108795166,1,541
1622,0.34474182,2,541
1623,9.674759,3,541
1624,0.34103394,1,542
1625,0.4213562,2,542
1626,9.818405,3,542
1627,0.008239746,1,543
1628,0.033493042,2,543
1629,10.318802,3,543
1630,-0.0061340330000000005,1,544
1631,0.9049834999999999,2,544
1632,9.296478,3,544
1633,0.28596497,1,545
1634,0.5386658000000001,2,545
1635,9.988403,3,545
1636,-0.3700409,1,546
1637,0.44050598,2,546
1638,9.578994999999999,3,546
1639,-0.56877136,1,547
1640,0.45248413,2,547
1641,9.406601,3,547
1642,0.43440247,1,548
1643,0.47402954,2,548
1644,10.345139,3,548
1645,1.092804,1,549
1646,0.7350005999999999,2,549
1647,9.964462,3,549
1648,-0.8488921999999999,1,550
1649,0.19630432,2,550
1650,9.181549,3,550
1651,0.08245849599999999,1,551
1652,0.20108032,2,551
1653,10.167969,3,551
1654,1.4950409,1,552
1655,0.7326050000000001,2,552
1656,10.148804,3,552
1657,0.4870758,1,553
1658,0.11729431,2,553
1659,9.887848,3,553
1660,-0.89198303,1,554
1661,-0.0766449,2,554
1662,10.009949,3,554
1663,-0.9374695,1,555
1664,0.66316223,2,555
1665,8.650039999999999,3,555
1666,1.0951996000000002,1,556
1667,0.3638916,2,556
1668,10.634827,3,556
1669,1.171814,1,557
1670,0.7278137,2,557
1671,9.871078500000001,3,557
1672,-1.2726593000000002,1,558
1673,0.5338745,2,558
1674,9.641235,3,558
1675,0.29075623,1,559
1676,1.0031433,2,559
1677,8.341187,3,559
1678,0.72410583,1,560
1679,0.37347412,2,560
1680,10.500763000000001,3,560
1681,0.9419708000000001,1,561
1682,0.31121826,2,561
1683,10.881439,3,561
1684,0.67622375,1,562
1685,0.37825012,2,562
1686,9.923752,3,562
1687,0.118377686,1,563
1688,1.005539,2,563
1689,8.937347,3,563
1690,0.74565125,1,564
1691,1.0342712,2,564
1692,10.388228999999999,3,564
1693,0.7480469,1,565
1694,1.2449646,2,565
1695,10.076981,3,565
1696,0.38172913,1,566
1697,1.2976378999999998,2,566
1698,10.158386,3,566
1699,0.27398682,1,567
1700,1.2784729,2,567
1701,8.389069000000001,3,567
1702,2.3234253,1,568
1703,0.5051422000000001,2,568
1704,10.017136,3,568
1705,2.3114624,1,569
1706,0.028701782000000002,2,569
1707,10.517517,3,569
1708,0.74565125,1,570
1709,0.021514892999999997,2,570
1710,9.954880000000001,3,570
1711,2.2300568,1,571
1712,-0.05987549,2,571
1713,9.971634,3,571
1714,-0.013305663999999998,1,572
1715,-0.11973572,2,572
1716,9.289291,3,572
1717,1.116745,1,573
1718,-0.35197449999999997,2,573
1719,10.021912,3,573
1720,0.16865539999999998,1,574
1721,-0.35676575,2,574
1722,9.610123,3,574
1723,0.49426270000000005,1,575
1724,-0.5363312,2,575
1725,9.234222,3,575
1726,0.49665833,1,576
1727,-0.59617615,2,576
1728,11.147186,3,576
1729,1.4519348,1,577
1730,0.16757202,2,577
1731,8.583008,3,577
1732,2.294693,1,578
1733,-0.5363312,2,578
1734,10.632446,3,578
1735,0.28836059999999997,1,579
1736,-0.16522217,2,579
1737,9.04509,3,579
1738,0.7983246,1,580
1739,-0.75180054,2,580
1740,10.850311,3,580
1741,-1.3301239,1,581
1742,-0.21072388,2,581
1743,9.078598,3,581
1744,0.1399231,1,582
1745,-0.4429474,2,582
1746,9.813628999999999,3,582
1747,1.5093994,1,583
1748,-0.41183472,2,583
1749,10.19191,3,583
1750,1.0521088,1,584
1751,0.011947632,2,584
1752,9.073807,3,584
1753,0.12075806,1,585
1754,-0.35437012,2,585
1755,11.14241,3,585
1756,1.5955963,1,586
1757,0.385437,2,586
1758,8.752991,3,586
1759,1.1478728999999999,1,587
1760,-0.06466675,2,587
1761,10.704269,3,587
1762,0.27398682,1,588
1763,-0.0024261475,2,588
1764,9.832778999999999,3,588
1765,-0.17851257,1,589
1766,0.18911743,2,589
1767,8.673981,3,589
1768,0.5253906,1,590
1769,-0.16761779999999998,2,590
1770,10.436111,3,590
1771,0.96591187,1,591
1772,0.17713928,2,591
1773,9.483215,3,591
1774,0.37216187,1,592
1775,0.06222534,2,592
1776,10.079376,3,592
1777,0.9683075000000001,1,593
1778,0.2729187,2,593
1779,9.234222,3,593
1780,2.2180786,1,594
1781,-0.4022522,2,594
1782,10.900589,3,594
1783,1.4854584,1,595
1784,-0.4525299,2,595
1785,9.672363,3,595
1786,1.8374023000000002,1,596
1787,-0.26338196,2,596
1788,10.383438,3,596
1789,-0.97099304,1,597
1790,0.519516,2,597
1791,8.693130499999999,3,597
1792,-0.09710693,1,598
1793,0.14840698,2,598
1794,9.088181,3,598
1795,2.6873473999999997,1,599
1796,-0.4429474,2,599
1797,11.025085,3,599
1798,0.42721558,1,600
1799,-0.10058594,2,600
1800,10.373871000000001,3,600
1801,-0.28865050000000003,1,601
1802,0.45248413,2,601
1803,9.516739,3,601
1804,-0.1593628,1,602
1805,0.6416168000000001,2,602
1806,8.956497,3,602
1807,2.1007689999999997,1,603
1808,-0.30169678,2,603
1809,12.145569,3,603
1810,1.0975952,1,604
1811,0.34713745,2,604
1812,8.45372,3,604
1813,-2.6804504000000002,1,605
1814,0.27529907,2,605
1815,9.842346000000001,3,605
1816,0.88212585,1,606
1817,0.7733002,2,606
1818,10.230209,3,606
1819,1.3274384,1,607
1820,0.75175476,2,607
1821,9.260558999999999,3,607
1822,-0.022888184,1,608
1823,0.47402954,2,608
1824,10.395416,3,608
1825,-0.14259338,1,609
1826,0.7685088999999999,2,609
1827,8.6093445,3,609
1828,1.7057189999999998,1,610
1829,-0.06466675,2,610
1830,10.972412,3,610
1831,-0.8967743,1,611
1832,0.84033203,2,611
1833,8.223877,3,611
1834,-1.1218261999999999,1,612
1835,0.33276367,2,612
1836,10.656386999999999,3,612
1837,0.6714325,1,613
1838,0.5267029000000001,2,613
1839,8.925369,3,613
1840,1.7320557,1,614
1841,0.10052489999999999,2,614
1842,10.761733999999999,3,614
1843,0.13752747,1,615
1844,0.22024536,2,615
1845,10.199081,3,615
1846,-1.5192566,1,616
1847,0.47642517,2,616
1848,9.313232000000001,3,616
1849,-0.36047363,1,617
1850,0.80921936,2,617
1851,9.404221000000001,3,617
1852,0.88690186,1,618
1853,0.4141693,2,618
1854,10.282883,3,618
1855,1.0784453999999999,1,619
1856,0.48120117,2,619
1857,10.239792,3,619
1858,0.51820374,1,620
1859,0.7278137,2,620
1860,9.420975,3,620
1861,0.4870758,1,621
1862,0.6679535,2,621
1863,10.483994000000001,3,621
1864,-0.8800049000000001,1,622
1865,0.7062683000000001,2,622
1866,9.109726,3,622
1867,-0.5927124,1,623
1868,1.1587677,2,623
1869,8.690735,3,623
1870,0.9180298000000001,1,624
1871,0.79244995,2,624
1872,9.447311000000001,3,624
1873,1.7703705,1,625
1874,0.6392211999999999,2,625
1875,11.501541,3,625
1876,0.59721375,1,626
1877,0.63442993,2,626
1878,9.243805,3,626
1879,-1.4258881,1,627
1880,0.5123291,2,627
1881,9.602936,3,627
1882,0.34822083,1,628
1883,0.007156371999999999,2,628
1884,10.553436,3,628
1885,2.6945342999999995,1,629
1886,0.045455933,2,629
1887,11.233383,3,629
1888,-0.022888184,1,630
1889,0.14602661,2,630
1890,10.541458,3,630
1891,-1.559967,1,631
1892,0.31600952,2,631
1893,9.827988000000001,3,631
1894,0.30271912,1,632
1895,1.5657806,2,632
1896,5.9398040000000005,3,632
1897,2.0433044,1,633
1898,0.0382843,2,633
1899,13.620407,3,633
1900,-0.09471130000000001,1,634
1901,0.057434082000000004,2,634
1902,7.847976700000001,3,634
1903,-1.6485443,1,635
1904,-0.06466675,2,635
1905,10.409775,3,635
1906,1.7655792000000001,1,636
1907,0.2441864,2,636
1908,11.702652,3,636
1909,3.2188567999999997,1,637
1910,1.2736816,2,637
1911,7.323653999999999,3,637
1912,-0.2383728,1,638
1913,0.29206848,2,638
1914,10.452881,3,638
1915,-2.5655365000000003,1,639
1916,0.80921936,2,639
1917,8.592575,3,639
1918,1.3657532,1,640
1919,0.61528015,2,640
1920,10.433716,3,640
1921,3.8222046,1,641
1922,0.96484375,2,641
1923,8.152054,3,641
1924,-2.5751037999999995,1,642
1925,-0.27296448,2,642
1926,11.652374,3,642
1927,-1.8927612,1,643
1928,0.40458679999999997,2,643
1929,8.156830000000001,3,643
1930,6.271469000000001,1,644
1931,0.28488159999999996,2,644
1932,11.324371000000001,3,644
1933,-0.30780029999999997,1,645
1934,0.57458496,2,645
1935,8.985229499999999,3,645
1936,-3.963745,1,646
1937,0.11729431,2,646
1938,9.277328500000001,3,646
1939,1.1694183,1,647
1940,0.5793762,2,647
1941,10.17276,3,647
1942,4.5380707000000005,1,648
1943,0.15559387,2,648
1944,11.870239,3,648
1945,-2.5056762999999997,1,649
1946,0.06462097,2,649
1947,9.631668,3,649
1948,5.3425139999999995,1,650
1949,0.94088745,2,650
1950,6.998047,3,650
1951,7.085495,1,651
1952,-1.0774231,2,651
1953,12.787216,3,651
1954,3.6593932999999996,1,652
1955,-1.1636046999999998,2,652
1956,8.204711999999999,3,652
1957,2.0313416,1,653
1958,-0.31367493,2,653
1959,11.065796,3,653
1960,-0.33174133,1,654
1961,0.3279724,2,654
1962,6.727493300000001,3,654
1963,5.5412445,1,655
1964,-1.2186736999999999,2,655
1965,11.942062,3,655
1966,2.6634064,1,656
1967,-0.7757416,2,656
1968,8.401047,3,656
1969,2.3497619999999997,1,657
1970,-1.0630493,2,657
1971,10.467239,3,657
1972,4.6242523,1,658
1973,-0.9696808000000001,2,658
1974,9.677155,3,658
1975,0.443985,1,659
1976,-1.3336028999999998,2,659
1977,9.157608,3,659
1978,0.6283416999999999,1,660
1979,-1.0965729,2,660
1980,10.428939999999999,3,660
1981,4.808609,1,661
1982,-0.59140015,2,661
1983,9.4401245,3,661
1984,1.6793976000000002,1,662
1985,-1.271347,2,662
1986,10.1081085,3,662
1987,1.0449219,1,663
1988,-0.8619385,2,663
1989,9.241408999999999,3,663
1990,2.1510467999999996,1,664
1991,-1.0127716,2,664
1992,10.1081085,3,664
1993,1.4710999,1,665
1994,-0.6392821999999999,2,665
1995,9.174377,3,665
1996,1.4567261,1,666
1997,-0.8427886999999998,2,666
1998,10.165573,3,666
1999,5.0049285999999995,1,667
2000,-1.1971283000000001,2,667
2001,9.8663025,3,667
2002,2.2611847000000003,1,668
2003,-0.92897034,2,668
2004,8.853546000000001,3,668
2005,-1.65094,1,669
2006,-0.9217987,2,669
2007,10.883835000000001,3,669
2008,1.5213776,1,670
2009,-0.63449097,2,670
2010,10.306824,3,670
2011,3.5013733,1,671
2012,-0.7661743000000001,2,671
2013,10.223038,3,671
2014,4.3273773,1,672
2015,-1.1396636999999998,2,672
2016,10.572586,3,672
2017,1.092804,1,673
2018,-0.6368866,2,673
2019,9.713058,3,673
2020,-0.18569946,1,674
2021,0.46444702,2,674
2022,8.55188,3,674
2023,2.8884583,1,675
2024,-0.11973572,2,675
2025,11.300415,3,675
2026,4.8373413,1,676
2027,-0.10298157,2,676
2028,8.652435,3,676
2029,0.39610290000000004,1,677
2030,-0.80207825,2,677
2031,9.313232000000001,3,677
2032,-0.42990112,1,678
2033,-0.6081543,2,678
2034,10.1081085,3,678
2035,2.0361328000000003,1,679
2036,-0.6105499,2,679
2037,10.239792,3,679
2038,3.630661,1,680
2039,-0.366333,2,680
2040,9.497589,3,680
2041,2.5772095,1,681
2042,-0.85954285,2,681
2043,9.586166,3,681
2044,-0.60227966,1,682
2045,-0.8140564,2,682
2046,8.939743,3,682
2047,0.44877625,1,683
2048,-0.64645386,2,683
2049,10.541458,3,683
2050,2.780716,1,684
2051,-0.031158447000000002,2,684
2052,9.535889,3,684
2053,1.9810637999999998,1,685
2054,-0.35437012,2,685
2055,10.6492,3,685
2056,0.58044434,1,686
2057,-0.41900635,2,686
2058,8.647644,3,686
2059,0.5636901999999999,1,687
2060,-0.28733826,2,687
2061,9.255768,3,687
2062,1.190979,1,688
2063,-0.12692260000000002,2,688
2064,10.0841675,3,688
2065,1.8852843999999997,1,689
2066,-0.11734009,2,689
2067,9.471252,3,689
2068,2.5365142999999994,1,690
2069,-0.5866089,2,690
2070,10.821579,3,690
2071,3.2930756000000003,1,691
2072,-0.8212433000000001,2,691
2073,10.153595,3,691
2074,3.0273285,1,692
2075,-0.6009674,2,692
2076,9.46167,3,692
2077,-0.733963,1,693
2078,-0.05987549,2,693
2079,9.89502,3,693
2080,0.51820374,1,694
2081,0.3710785,2,694
2082,7.7593994,3,694
2083,2.3689270000000002,1,695
2084,-1.3647156,2,695
2085,13.069733,3,695
2086,1.5596771,1,696
2087,-0.9122162,2,696
2088,9.260558999999999,3,696
2089,2.720871,1,697
2090,-1.089386,2,697
2091,9.89502,3,697
2092,0.9754944,1,698
2093,-0.4932251,2,698
2094,8.446533,3,698
2095,0.30511475,1,699
2096,-0.71829224,2,699
2097,10.80722,3,699
2098,0.82466125,1,700
2099,-0.51956177,2,700
2100,10.531875999999999,3,700
2101,3.005783,1,701
2102,-0.08860779,2,701
2103,8.724258,3,701
2104,2.0744324,1,702
2105,-0.41423035,2,702
2106,10.096146000000001,3,702
2107,-0.8249511999999999,1,703
2108,0.011947632,2,703
2109,9.303664999999999,3,703
2110,1.195755,1,704
2111,-0.25141907,2,704
2112,9.990799,3,704
2113,2.8980408,1,705
